_id	date	site	parameter	index_value	description	health_advisory	health_effects
8032	1/5/2017	Avalon	SO2	1	Good		
43930	5/11/2021	Liberty 2	PM25T	31	Good		
12113	7/8/2017	Lincoln	PM25	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
35248	3/30/2020	Flag Plaza	PM10	6	Good		
46591	9/15/2021	Avalon	PM25T	42	Good		
73987	10/25/2023	North Braddock	PM10_640	44	Good		
4123	7/11/2016	Glassport High Street	PM10	21	Good		
19241	5/19/2018	Lawrenceville 2	SO2	2	Good		
7845	12/27/2016	Lawrenceville	OZONE	28	Good		
42349	2/24/2021	Parkway East	NO2	18	Good		
30568	9/14/2019	Lawrenceville 2	SO2	1	Good		
77805	4/2/2024	Liberty 2	PM10_640	9	Good		
26704	4/10/2019	Lawrenceville	PM25B	29	Good		
28044	6/4/2019	Clairton	SO2	4	Good		
23226	11/13/2018	Lawrenceville 2	SO2	0	Good		
12855	8/11/2017	Parkway East	CO	12	Good		
72092	8/5/2023	North Braddock	PM25_640	75	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
73431	10/1/2023	Glassport High Street	PM10	15	Good		
46760	9/24/2021	Lawrenceville 2	CO	3	Good		
56810	7/16/2022	North Braddock	PM25_640	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
5089	8/24/2016	Lincoln	PM10	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
56881	7/18/2022	Clairton	PM25_640	25	Good		
38019	8/1/2020	North Braddock	SO2	3	Good		
52911	3/29/2022	Harrison Township	OZONE	38	Good		
73478	10/2/2023	Parkway East	PM25_640	30	Good		
16341	1/11/2018	South Fayette	SO2	3	Good		
41506	1/12/2021	North Braddock	SO2	6	Good		
40801	12/9/2020	Lincoln	PM25	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1862	3/29/2016	Lawrenceville	OZONE	41	Good		
79661	6/22/2024	Lawrenceville 2	SO2	5	Good		
22405	10/8/2018	Parkway East	NO2	10	Good		
46253	8/30/2021	North Braddock	CO	5	Good		
36539	5/27/2020	Lawrenceville 2	SO2	3	Good		
4098	7/9/2016	Lawrenceville 2	SO2	2	Good		
68087	3/29/2023	Lawrenceville 2	CO	4	Good		
10972	5/19/2017	Lawrenceville 2	SO2	3	Good		
75538	12/30/2023	Lawrenceville 2	CO	2	Good		
19684	6/8/2018	Parkway East	PM25T	67	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
25191	2/7/2019	Clairton	SO2	1	Good		
57923	8/11/2022	Lawrenceville 2	SO2	1	Good		
15422	12/2/2017	Parkway East	PM25T	83	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
59800	9/27/2022	Liberty 2	PM25T	13	Good		
43547	4/23/2021	Harrison Township	NO2	26	Good		
11708	6/20/2017	Harrison Township	NO2	19	Good		
21435	8/25/2018	Glassport High Street	PM10	32	Good		
4328	7/20/2016	Parkway East	PM25T	43	Good		
45078	7/5/2021	Flag Plaza	PM10	50	Good		
64891	12/27/2022	North Braddock	SO2	3	Good		
43219	4/7/2021	Lawrenceville	OZONE	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
22629	10/18/2018	Lawrenceville	OZONE	31	Good		
4355	7/21/2016	Harrison Township	NO2	20	Good		
5868	9/28/2016	South Fayette	SO2	3	Good		
46060	8/21/2021	Harrison Township	NO2	11	Good		
6277	10/16/2016	Lawrenceville	OZONE	46	Good		
73758	10/15/2023	Liberty 2	PM10_640	7	Good		
47798	11/3/2021	Lawrenceville 2	SO2	0	Good		
77248	3/7/2024	South Fayette	OZONE	15	Good		
44929	6/28/2021	Pittsburgh	PM25_640	42	Good		
12089	7/7/2017	Avalon	SO2	0	Good		
10494	4/28/2017	Lawrenceville 2	CO	2	Good		
15	1/1/2016	Parkway East	NO2	6	Good		
78143	4/17/2024	Pittsburgh	PM10_640	18	Good		
40420	11/20/2020	South Fayette	SO2	1	Good		
6006	10/4/2016	North Braddock	SO2	0	Good		
1216	2/28/2016	Lincoln	PM10	23	Good		
13541	9/10/2017	Liberty 2	PM25(2)	15	Good		
23278	11/15/2018	Liberty	SO2	3	Good		
76595	2/9/2024	Pittsburgh	PM10_640	27	Good		
53698	4/19/2022	Liberty	SO2	0	Good		
25883	3/8/2019	Liberty 2	PM25T	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
16240	1/7/2018	Liberty 2	PM25T	96	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
26506	4/2/2019	North Braddock	PM10B	38	Good		
78112	4/16/2024	Parkway East	NO2	14	Good		
5502	9/11/2016	Parkway East	PM25T	18	Good		
48412	11/20/2021	South Fayette	OZONE	27	Good		
34358	2/18/2020	Flag Plaza	PM10	17	Good		
41580	1/16/2021	South Fayette	OZONE	26	Good		
8005	1/4/2017	Parkway East	CO	5	Good		
72311	8/15/2023	North Braddock	SO2	1	Good		
49112	12/10/2021	Lawrenceville	OZONE	17	Good		
7703	12/20/2016	Parkway East	NO2	26	Good		
18837	5/2/2018	Parkway East	PM25T	60	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
64651	12/20/2022	Lawrenceville	OZONE	15	Good		
9054	2/22/2017	Lincoln	PM10	46	Good		
22641	10/18/2018	North Braddock	SO2	0	Good		
29985	8/21/2019	Harrison Township	NO2	19	Good		
24182	12/24/2018	South Fayette	SO2	0	Good		
17777	3/16/2018	Lincoln	PM10	19	Good		
50295	1/15/2022	North Braddock	SO2	7	Good		
42678	3/12/2021	Liberty 2	PM10	31	Good		
81957	9/15/2024	North Braddock	PM25_640	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9052	2/22/2017	Parkway East	PM25T	70	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
51790	2/28/2022	Liberty	SO2	3	Good		
29324	7/26/2019	West Mifflin	SO2	6	Good		
39523	10/9/2020	South Fayette	SO2	1	Good		
71462	7/9/2023	Clairton	PM25_640	38	Good		
28276	6/13/2019	Parkway East	NO2	11	Good		
12411	7/21/2017	Parkway East	CO	10	Good		
40783	12/8/2020	Lawrenceville 2	CO	2	Good		
18809	4/30/2018	Lincoln	PM10	27	Good		
6252	10/15/2016	Parkway East	NO2	17	Good		
48128	11/11/2021	North Braddock	SO2	26	Good		
51690	2/25/2022	Lawrenceville 2	SO2	1	Good		
78263	4/22/2024	Pittsburgh	PM25_640	32	Good		
54096	5/1/2022	Lawrenceville 2	CO	4	Good		
53474	4/12/2022	Liberty 2	PM10	18	Good		
12520	7/27/2017	Lawrenceville	OZONE	50	Good		
53606	4/16/2022	Lawrenceville 2	SO2	2	Good		
22899	10/29/2018	Harrison Township	NO2	12	Good		
25684	2/28/2019	South Fayette	OZONE	35	Good		
78831	5/19/2024	Harrison Township	OZONE	44	Good		
28193	6/10/2019	Parkway East	CO	3	Good		
23203	11/12/2018	Glassport High Street	PM10	44	Good		
33186	12/29/2019	Lawrenceville 2	CO	7	Good		
40417	11/20/2020	Flag Plaza	PM10	20	Good		
79920	7/3/2024	Pittsburgh	NO2_500	9	Good		
46340	9/4/2021	Liberty 2	PM25T	43	Good		
8594	2/1/2017	Flag Plaza	CO	0	Good		
31872	11/5/2019	Flag Plaza	PM10	15	Good		
65724	1/21/2023	Pittsburgh	PM25_640	27	Good		
6610	10/31/2016	Lincoln	PM25	29	Good		
63313	11/17/2022	North Braddock	PM25_640	45	Good		
4320	7/20/2016	Parkway East	NO2	34	Good		
19652	6/7/2018	Liberty 2	PM10	26	Good		
23007	11/3/2018	Glassport High Street	PM10	13	Good		
60461	10/7/2022	North Braddock	CO	10	Good		
18969	5/7/2018	Parkway East	NO2	17	Good		
33872	1/28/2020	North Braddock	SO2	1	Good		
82862	10/25/2024	Lawrenceville 2	SO2	3	Good		
55578	6/12/2022	North Braddock	CO	3	Good		
68051	3/28/2023	Pittsburgh	PM10_640	15	Good		
30109	8/26/2019	Liberty 2	PM10	6	Good		
35305	4/2/2020	Lincoln	PM25	22	Good		
33707	1/21/2020	Lawrenceville 2	SO2	1	Good		
23692	12/3/2018	South Fayette	OZONE	23	Good		
39006	9/15/2020	Lincoln	PM25	19	Good		
39229	9/26/2020	North Braddock	PM10B	32	Good		
77679	3/27/2024	Liberty 2	PM10_640	16	Good		
18214	4/4/2018	Harrison Township	OZONE	41	Good		
81079	8/14/2024	Lawrenceville	OZONE	41	Good		
55723	6/16/2022	North Braddock	PM25_640	78	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
54854	5/21/2022	North Braddock	CO	32	Good		
22626	10/17/2018	South Fayette	SO2	1	Good		
43907	5/10/2021	Liberty 2	PM10	6	Good		
54866	5/21/2022	Liberty 2	PM25T	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39783	10/21/2020	Lawrenceville 2	CO	7	Good		
43302	4/11/2021	Pittsburgh	PM25_640	20	Good		
33589	1/15/2020	Lincoln	PM10	30	Good		
43983	5/14/2021	Parkway East	NO2	29	Good		
78827	5/18/2024	Clairton	PM25_640	33	Good		
9795	3/27/2017	Flag Plaza	PM10	11	Good		
37045	6/19/2020	Lawrenceville 2	CO	3	Good		
3781	6/24/2016	Liberty 2	PM10	14	Good		
58723	9/1/2022	Lawrenceville 2	SO2	1	Good		
73608	10/8/2023	Clairton	PM25_640	10	Good		
26131	3/18/2019	Clairton	SO2	4	Good		
9162	2/27/2017	Avalon	PM25T	38	Good		
33578	1/15/2020	Parkway East	CO	6	Good		
79587	6/18/2024	Pittsburgh	PM25_640	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
19149	5/15/2018	Harrison Township	OZONE	50	Good		
17681	3/12/2018	Lawrenceville	PM25B	32	Good		
44272	5/27/2021	Pittsburgh	PM10_640	30	Good		
33629	1/17/2020	South Fayette	OZONE	31	Good		
33531	1/13/2020	Avalon	SO2	1	Good		
75676	1/5/2024	Parkway East	CO	5	Good		
43158	4/4/2021	North Braddock	PM10B	40	Good		
74788	11/29/2023	Parkway East	NO2	19	Good		
27326	5/5/2019	Avalon	PM25T	18	Good		
7715	12/21/2016	Avalon	SO2	4	Good		
67560	3/15/2023	Harrison Township	OZONE	39	Good		
18452	4/15/2018	Avalon	PM25T	42	Good		
36358	5/19/2020	Avalon	SO2	0	Good		
9203	3/1/2017	Avalon	SO2	0	Good		
21907	9/16/2018	Liberty 2	PM10	13	Good		
51086	2/7/2022	South Fayette	OZONE	39	Good		
57131	7/25/2022	Lawrenceville 2	SO2	2	Good		
82137	9/24/2024	Lawrenceville	OZONE	20	Good		
31562	10/24/2019	Lawrenceville	OZONE	33	Good		
22752	10/23/2018	Flag Plaza	PM10	13	Good		
32849	12/14/2019	Lawrenceville 2	CO	5	Good		
81172	8/18/2024	North Braddock	SO2	1	Good		
4003	7/5/2016	Lawrenceville	OZONE	13	Good		
34385	2/20/2020	Harrison Township	NO2	24	Good		
10443	4/25/2017	Avalon	PM25T	12	Good		
79879	7/1/2024	North Braddock	PM25_640	16	Good		
23644	12/1/2018	Lawrenceville	OZONE	14	Good		
29800	8/14/2019	Flag Plaza	CO	3	Good		
71782	7/24/2023	North Braddock	PM10_640	36	Good		
24300	12/30/2018	Parkway East	CO	3	Good		
71517	7/12/2023	Clairton	PM25_640	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
31653	10/27/2019	Parkway East	NO2	18	Good		
13281	8/30/2017	Liberty 2	PM25(2)	47	Good		
12651	8/2/2017	Parkway East	NO2	28	Good		
14879	11/8/2017	Lincoln	PM10	14	Good		
6057	10/6/2016	Liberty 2	PM10	10	Good		
81595	9/2/2024	Clairton	PM25_640	23	Good		
47407	10/22/2021	Avalon	PM25T	18	Good		
70355	5/25/2023	North Braddock	PM25_640	19	Good		
21313	8/20/2018	South Fayette	OZONE	34	Good		
75965	1/16/2024	Liberty 2	PM10_640	14	Good		
71870	7/28/2023	Harrison Township	NO2	8	Good		
45988	8/18/2021	Lawrenceville 2	CO	3	Good		
6351	10/19/2016	South Fayette	OZONE	40	Good		
33056	12/23/2019	Flag Plaza	CO	14	Good		
18069	3/29/2018	Flag Plaza	CO	0	Good		
82617	10/13/2024	North Braddock	SO2	37	Good		
5945	10/1/2016	Harrison Township	NO2	7	Good		
49739	12/29/2021	Liberty	SO2	1	Good		
12118	7/8/2017	Parkway East	NO2	11	Good		
6510	10/26/2016	Lawrenceville 2	CO	3	Good		
43082	3/31/2021	Parkway East	NO2	14	Good		
70705	6/7/2023	North Braddock	PM25_640	93	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79566	6/17/2024	Clairton	PM25_640	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9469	3/12/2017	North Braddock	SO2	0	Good		
47927	11/6/2021	South Fayette	OZONE	37	Good		
11355	6/5/2017	Avalon	SO2	0	Good		
17776	3/16/2018	Liberty 2	PM25T	22	Good		
503	1/25/2016	South Fayette	SO2	3	Good		
74626	11/22/2023	Liberty 2	PM25_640	23	Good		
13131	8/23/2017	Lawrenceville	PM25B	40	Good		
69145	4/24/2023	South Fayette	OZONE	36	Good		
38101	8/5/2020	Harrison Township	OZONE	44	Good		
51356	2/15/2022	South Fayette	OZONE	33	Good		
48197	11/13/2021	Parkway East	NO2	7	Good		
23228	11/13/2018	Parkway East	PM25T	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
76830	2/18/2024	Lawrenceville	OZONE	32	Good		
63270	11/16/2022	Lawrenceville 2	CO	3	Good		
666	2/2/2016	Liberty 2	PM25(2)	32	Good		
213	1/11/2016	Lawrenceville	PM25B	35	Good		
6949	11/15/2016	Parkway East	CO	16	Good		
69932	5/13/2023	Pittsburgh	PM10_640	36	Good		
32921	12/17/2019	North Braddock	SO2	1	Good		
28458	6/20/2019	Parkway East	NO2	17	Good		
19568	6/3/2018	Liberty 2	PM10	15	Good		
8463	1/26/2017	Avalon	PM25T	25	Good		
39459	10/6/2020	Parkway East	CO	35	Good		
31571	10/24/2019	Liberty 2	PM10	31	Good		
24639	1/14/2019	South Fayette	OZONE	33	Good		
4126	7/11/2016	South Fayette	OZONE	50	Good		
41837	1/29/2021	Pittsburgh	PM25_640	28	Good		
32923	12/17/2019	Parkway East	CO	6	Good		
21311	8/20/2018	Parkway East	CO	4	Good		
66135	2/3/2023	Harrison Township	OZONE	34	Good		
6954	11/15/2016	Lawrenceville	PM25B	67	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
4848	8/13/2016	Liberty 2	PM10	24	Good		
58614	8/29/2022	South Fayette	OZONE	37	Good		
40521	11/25/2020	North Braddock	PM10B	35	Good		
12803	8/8/2017	Avalon	PM25T	37	Good		
12024	7/4/2017	Flag Plaza	PM10	19	Good		
56515	7/7/2022	Parkway East	PM25T	21	Good		
28880	7/8/2019	Flag Plaza	CO	3	Good		
48723	11/29/2021	Harrison Township	OZONE	25	Good		
82505	10/7/2024	Clairton	PM25_640	43	Good		
77278	3/9/2024	Glassport High Street	PM10	6	Good		
23075	11/6/2018	Lawrenceville	PM25B	28	Good		
80146	7/10/2024	Pittsburgh	PM25_640	41	Good		
23409	11/21/2018	Liberty	SO2	0	Good		
8002	1/4/2017	North Braddock	PM10B	6	Good		
39212	9/25/2020	Parkway East	CO	26	Good		
25594	2/23/2019	North Braddock	PM10B	25	Good		
5019	8/21/2016	South Fayette	SO2	0	Good		
20609	7/19/2018	Avalon	PM25T	48	Good		
13193	8/26/2017	South Fayette	SO2	3	Good		
81835	9/10/2024	Pittsburgh	PM25_640	43	Good		
66446	2/12/2023	Liberty	SO2	19	Good		
39124	9/21/2020	Avalon	SO2	3	Good		
54817	5/20/2022	Lawrenceville	OZONE	32	Good		
5427	9/8/2016	Parkway East	NO2	13	Good		
80594	7/26/2024	Clairton	PM25_640	44	Good		
80887	8/6/2024	Lawrenceville 2	CO	4	Good		
45937	8/15/2021	Glassport High Street	PM10	8	Good		
14034	10/2/2017	Liberty	SO2	9	Good		
57291	7/30/2022	Parkway East	NO2	20	Good		
6529	10/27/2016	North Braddock	PM10B	22	Good		
19784	6/13/2018	Lincoln	PM25	60	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
10067	4/9/2017	Liberty 2	PM25(2)	71	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
22151	9/27/2018	Liberty 2	PM10	14	Good		
9696	3/23/2017	Liberty 2	PM25(2)	16	Good		
11814	6/25/2017	Harrison Township	OZONE	44	Good		
22514	10/12/2018	Parkway East	PM25T	19	Good		
32712	12/9/2019	South Fayette	SO2	1	Good		
13082	8/20/2017	Avalon	SO2	0	Good		
28966	7/11/2019	Flag Plaza	CO	2	Good		
31085	10/4/2019	Liberty	SO2	3	Good		
68707	4/13/2023	Lawrenceville	OZONE	48	Good		
52650	1/27/2022	North Braddock	PM25_640	64	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
41830	1/29/2021	Glassport High Street	PM10	7	Good		
19787	6/13/2018	Avalon	PM25T	47	Good		
37249	6/28/2020	Harrison Township	OZONE	42	Good		
71926	7/30/2023	Avalon	PM25_640	22	Good		
59256	9/17/2022	Pittsburgh	PM25_640	67	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
78061	4/13/2024	Liberty 2	PM25_640	17	Good		
37765	7/21/2020	Flag Plaza	PM10	19	Good		
9738	3/25/2017	South Fayette	OZONE	50	Good		
33467	1/10/2020	Harrison Township	NO2	23	Good		
74745	11/27/2023	Harrison Township	OZONE	28	Good		
24073	12/20/2018	Flag Plaza	PM10	40	Good		
484	1/24/2016	Harrison Township	NO2	31	Good		
47493	10/25/2021	Parkway East	CO	7	Good		
15054	11/16/2017	Flag Plaza	PM10	16	Good		
73787	10/16/2023	North Braddock	SO2	0	Good		
33356	1/5/2020	South Fayette	OZONE	32	Good		
26936	4/19/2019	Glassport High Street	PM10	27	Good		
56840	7/17/2022	Lawrenceville	OZONE	31	Good		
28332	6/15/2019	Harrison Township	NO2	12	Good		
45001	7/1/2021	Parkway East	NO2	14	Good		
42457	3/1/2021	Lawrenceville 2	SO2	1	Good		
39265	9/27/2020	Lawrenceville 2	SO2	1	Good		
48624	11/26/2021	Flag Plaza	PM10	1	Good		
27169	4/29/2019	North Braddock	SO2	10	Good		
79065	5/30/2024	North Braddock	SO2	0	Good		
15222	11/23/2017	Lawrenceville	PM25B	26	Good		
34989	3/18/2020	Liberty 2	PM25T	40	Good		
82552	10/10/2024	North Braddock	SO2	3	Good		
41846	1/29/2021	South Fayette	OZONE	32	Good		
78900	5/22/2024	Liberty	SO2	27	Good		
77214	3/6/2024	Lawrenceville 2	CO	3	Good		
14532	10/23/2017	Parkway East	PM25T	26	Good		
3692	6/20/2016	Parkway East	CO	18	Good		
73551	10/6/2023	North Braddock	CO	6	Good		
15570	12/9/2017	Parkway East	PM25T	45	Good		
37189	6/25/2020	South Fayette	SO2	1	Good		
19427	5/28/2018	Parkway East	PM25T	68	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
17283	2/22/2018	Lincoln	PM25	10	Good		
2472	4/26/2016	Liberty 2	PM25(2)	49	Good		
74424	11/12/2023	Lawrenceville 2	SO2	1	Good		
11757	6/22/2017	Lincoln	PM25	67	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
6272	10/15/2016	Lincoln	PM10	47	Good		
70807	6/12/2023	Glassport High Street	PM10	42	Good		
31232	10/10/2019	South Fayette	SO2	3	Good		
72412	8/19/2023	North Braddock	SO2	4	Good		
44904	6/27/2021	South Fayette	OZONE	40	Good		
20471	7/13/2018	Flag Plaza	CO	0	Good		
79488	6/14/2024	North Braddock	PM10_640	35	Good		
6343	10/19/2016	Glassport High Street	PM10	17	Good		
71061	6/23/2023	Pittsburgh	NO2_500	11	Good		
17980	3/25/2018	Liberty 2	PM10	7	Good		
47898	11/5/2021	Lawrenceville	OZONE	27	Good		
9531	3/15/2017	Avalon	SO2	1	Good		
64292	12/11/2022	Liberty	SO2	6	Good		
78431	4/30/2024	Lawrenceville 2	SO2	1	Good		
40499	11/24/2020	Avalon	PM25T	32	Good		
58685	8/31/2022	Parkway East	CO	6	Good		
7678	12/19/2016	Lawrenceville 2	SO2	3	Good		
73087	9/16/2023	South Fayette	OZONE	42	Good		
12323	7/17/2017	North Braddock	PM10B	34	Good		
73275	9/24/2023	Glassport High Street	PM10	8	Good		
6655	11/2/2016	South Fayette	OZONE	50	Good		
67225	3/5/2023	Parkway East	PM25_640	35	Good		
26186	3/20/2019	North Braddock	SO2	27	Good		
21857	9/14/2018	Parkway East	PM25T	17	Good		
30635	9/16/2019	Parkway East	PM25T	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
23440	11/22/2018	Avalon	SO2	0	Good		
56433	7/5/2022	Parkway East	NO2	17	Good		
51582	2/22/2022	Harrison Township	NO2	27	Good		
18377	4/11/2018	North Braddock	PM10B	33	Good		
62054	10/29/2022	Harrison Township	NO2	15	Good		
11103	5/25/2017	Lincoln	PM10	10	Good		
69803	5/9/2023	Parkway East	CO	7	Good		
43127	4/2/2021	Flag Plaza	PM10	11	Good		
26029	3/14/2019	Liberty 2	PM10	29	Good		
74228	11/3/2023	Clairton	PM25_640	28	Good		
80856	8/5/2024	Avalon	PM25_640	66	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
27783	5/24/2019	Lawrenceville	OZONE	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
16953	2/7/2018	Liberty 2	PM10	10	Good		
15197	11/22/2017	South Fayette	SO2	1	Good		
80484	7/22/2024	North Braddock	PM25_640	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
42022	2/7/2021	Liberty	SO2	14	Good		
498	1/25/2016	Flag Plaza	PM10	19	Good		
4583	8/1/2016	Liberty	SO2	10	Good		
82922	10/28/2024	Lawrenceville	OZONE	25	Good		
29352	7/27/2019	Liberty 2	PM25T	67	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9549	3/16/2017	North Braddock	PM10B	25	Good		
30537	9/12/2019	South Fayette	OZONE	48	Good		
12306	7/17/2017	Liberty 2	PM25(2)	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
35194	3/28/2020	North Braddock	PM10B	19	Good		
82048	9/20/2024	Lawrenceville 2	SO2	2	Good		
45702	8/4/2021	Liberty	SO2	10	Good		
37223	6/26/2020	Lawrenceville 2	CO	2	Good		
41338	1/5/2021	Flag Plaza	PM10	9	Good		
27999	6/2/2019	Glassport High Street	PM10	19	Good		
41823	1/28/2021	Pittsburgh	PM10_640	8	Good		
13684	9/17/2017	Lawrenceville 2	CO	6	Good		
10215	4/16/2017	North Braddock	PM10B	43	Good		
29840	8/15/2019	Lawrenceville 2	SO2	2	Good		
71778	7/24/2023	Parkway East	CO	8	Good		
68282	4/4/2023	North Braddock	SO2	52	Moderate		
17643	3/10/2018	Liberty 2	PM25T	65	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
12545	7/28/2017	North Braddock	PM10B	26	Good		
10183	4/14/2017	Liberty	SO2	3	Good		
50142	1/10/2022	Pittsburgh	PM10_640	11	Good		
7856	12/27/2016	Liberty	SO2	9	Good		
44297	5/29/2021	North Braddock	PM10B	15	Good		
57986	8/13/2022	South Fayette	OZONE	47	Good		
45932	8/15/2021	Flag Plaza	PM10	12	Good		
8602	2/2/2017	Lawrenceville 2	SO2	1	Good		
70981	6/19/2023	Liberty 2	PM10	27	Good		
32518	12/1/2019	South Fayette	OZONE	22	Good		
37380	7/3/2020	Glassport High Street	PM10	19	Good		
24072	12/20/2018	North Braddock	PM10B	50	Good		
73363	9/28/2023	Lawrenceville	OZONE	29	Good		
7404	12/6/2016	Lawrenceville	PM25B	28	Good		
54467	5/9/2022	North Braddock	PM25_640	27	Good		
28755	7/3/2019	Parkway East	NO2	17	Good		
63052	11/11/2022	Clairton	PM25_640	21	Good		
6116	10/9/2016	Flag Plaza	CO	0	Good		
