_id	date	site	parameter	index_value	description	health_advisory	health_effects
57968	8/12/2022	Parkway East	PM25T	21	Good		
40022	11/1/2020	South Fayette	SO2	0	Good		
1428	3/9/2016	Liberty	SO2	47	Good		
31665	10/28/2019	Glassport High Street	PM10	22	Good		
42706	3/13/2021	Harrison Township	OZONE	41	Good		
10664	5/5/2017	South Fayette	SO2	6	Good		
22245	10/1/2018	Lawrenceville	PM25B	57	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
65903	1/27/2023	Glassport High Street	PM10	6	Good		
50398	1/18/2022	Pittsburgh	PM10_640	13	Good		
31724	10/30/2019	Lawrenceville	OZONE	15	Good		
8113	1/9/2017	Harrison Township	NO2	21	Good		
26478	4/1/2019	Harrison Township	NO2	17	Good		
58989	9/9/2022	North Braddock	PM25_640	32	Good		
8503	1/28/2017	North Braddock	PM10B	9	Good		
27903	5/29/2019	Lawrenceville 2	SO2	1	Good		
71715	7/21/2023	Pittsburgh	NO2_500	6	Good		
36803	6/8/2020	Parkway East	NO2	12	Good		
8801	2/11/2017	Liberty	SO2	43	Good		
25504	2/20/2019	Lawrenceville 2	SO2	4	Good		
12212	7/12/2017	Flag Plaza	CO	0	Good		
18281	4/7/2018	Lawrenceville	PM25B	30	Good		
7675	12/19/2016	Parkway East	PM25T	43	Good		
55580	6/12/2022	Pittsburgh	NO2_500	13	Good		
32558	12/3/2019	Lawrenceville	OZONE	21	Good		
76543	2/7/2024	Lawrenceville 2	CO	6	Good		
21151	8/13/2018	Parkway East	CO	8	Good		
77140	3/2/2024	Avalon	PM25_640	19	Good		
2065	4/7/2016	Harrison Township	NO2	12	Good		
66479	2/13/2023	Parkway East	CO	30	Good		
75621	1/2/2024	North Braddock	PM25_640	21	Good		
75317	12/20/2023	North Braddock	PM25_640	45	Good		
74449	11/14/2023	North Braddock	CO	14	Good		
1705	3/22/2016	North Braddock	SO2	27	Good		
18836	5/2/2018	North Braddock	PM10B	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
4517	7/29/2016	Liberty 2	PM10	15	Good		
5037	8/22/2016	Flag Plaza	PM10	6	Good		
1680	3/20/2016	Liberty	SO2	3	Good		
8330	1/20/2017	Lincoln	PM25	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77545	3/21/2024	North Braddock	PM25_640	12	Good		
77177	3/4/2024	South Fayette	OZONE	40	Good		
48956	12/5/2021	North Braddock	SO2	20	Good		
11724	6/21/2017	South Fayette	OZONE	67	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
75381	12/23/2023	Lawrenceville 2	CO	7	Good		
49615	12/25/2021	Liberty 2	PM10	13	Good		
28723	7/1/2019	Lincoln	PM25	66	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
46009	8/19/2021	Harrison Township	NO2	7	Good		
15425	12/3/2017	Parkway East	CO	42	Good		
31519	10/22/2019	Avalon	PM25T	22	Good		
19925	6/19/2018	Lincoln	PM10	42	Good		
73387	9/29/2023	Avalon	PM25_640	29	Good		
9947	4/3/2017	Parkway East	CO	3	Good		
69438	5/1/2023	Liberty	SO2	4	Good		
12618	7/31/2017	South Fayette	OZONE	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
28860	7/7/2019	Lincoln	PM10	19	Good		
24213	12/26/2018	Lawrenceville 2	CO	5	Good		
56398	7/4/2022	Lawrenceville 2	CO	3	Good		
18565	4/20/2018	Parkway East	PM25T	23	Good		
5838	9/26/2016	North Braddock	SO2	10	Good		
96	1/5/2016	Lawrenceville 2	SO2	27	Good		
23605	11/29/2018	Flag Plaza	CO	0	Good		
23847	12/10/2018	Lincoln	PM10	19	Good		
12120	7/8/2017	Lawrenceville 2	SO2	2	Good		
45500	7/26/2021	Liberty 2	PM10	29	Good		
69671	5/6/2023	Harrison Township	NO2	11	Good		
41124	12/26/2020	South Fayette	OZONE	26	Good		
37124	6/22/2020	Avalon	PM25T	38	Good		
72099	8/6/2023	Pittsburgh	PM10_640	32	Good		
80823	8/4/2024	Parkway East	CO	8	Good		
80985	8/9/2024	Lawrenceville 2	SO2	4	Good		
16239	1/7/2018	Avalon	PM25T	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
16330	1/11/2018	Glassport High Street	PM10	38	Good		
82633	10/13/2024	Parkway East	PM25_640	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
24871	1/24/2019	Parkway East	PM25T	25	Good		
18369	4/11/2018	Harrison Township	NO2	24	Good		
26437	3/30/2019	Harrison Township	OZONE	45	Good		
62240	10/31/2022	Parkway East	CO	3	Good		
29408	7/29/2019	Lincoln	PM25	71	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
44514	6/8/2021	Lawrenceville 2	SO2	2	Good		
5014	8/20/2016	North Braddock	SO2	30	Good		
76804	2/17/2024	Liberty	SO2	0	Good		
36514	5/26/2020	South Fayette	OZONE	48	Good		
67355	3/9/2023	Parkway East	CO	9	Good		
11102	5/25/2017	Liberty 2	PM10	6	Good		
63247	11/15/2022	Parkway East	PM25_640	43	Good		
44962	6/29/2021	Glassport High Street	PM10	22	Good		
8906	2/16/2017	Liberty	SO2	16	Good		
30352	9/5/2019	Harrison Township	NO2	6	Good		
15545	12/8/2017	North Braddock	PM10B	15	Good		
38847	9/8/2020	Lincoln	PM10	25	Good		
55360	6/5/2022	Liberty 2	PM25T	26	Good		
37028	6/18/2020	North Braddock	SO2	6	Good		
24893	1/25/2019	Harrison Township	OZONE	33	Good		
82376	10/3/2024	Harrison Township	OZONE	44	Good		
35151	3/26/2020	Parkway East	NO2	22	Good		
17502	3/4/2018	South Fayette	OZONE	42	Good		
47220	10/16/2021	Lawrenceville 2	SO2	2	Good		
22683	10/20/2018	Liberty 2	PM10	25	Good		
78802	5/17/2024	North Braddock	PM25_640	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
58687	8/31/2022	Pittsburgh	NO2_500	10	Good		
30796	9/23/2019	Parkway East	CO	18	Good		
38972	9/14/2020	Parkway East	PM25T	28	Good		
8558	1/31/2017	Lawrenceville	OZONE	29	Good		
20089	6/26/2018	Lawrenceville	PM25B	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
22442	10/9/2018	Parkway East	CO	3	Good		
22163	9/27/2018	North Braddock	PM10B	20	Good		
15351	11/29/2017	Glassport High Street	PM10	30	Good		
32457	11/29/2019	Glassport High Street	PM10	3	Good		
27027	4/23/2019	Parkway East	CO	5	Good		
14591	10/26/2017	North Braddock	PM10B	15	Good		
79007	5/27/2024	Liberty 2	PM10_640	19	Good		
49948	1/4/2022	Liberty 2	PM25T	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
27094	4/26/2019	West Mifflin	SO2	1	Good		
52802	3/26/2022	Parkway East	CO	5	Good		
79598	6/19/2024	Harrison Township	NO2	14	Good		
6476	10/25/2016	Parkway East	CO	9	Good		
26560	4/4/2019	Lawrenceville	PM25B	49	Good		
32200	11/18/2019	South Fayette	SO2	4	Good		
66738	2/20/2023	Clairton	PM25_640	31	Good		
78630	5/9/2024	Pittsburgh	NO2_500	12	Good		
59152	9/14/2022	North Braddock	PM10_640	19	Good		
21075	8/10/2018	Lawrenceville 2	SO2	1	Good		
8088	1/8/2017	Parkway East	CO	6	Good		
80642	7/29/2024	Pittsburgh	PM10_640	25	Good		
5718	9/21/2016	North Braddock	PM10B	29	Good		
19235	5/19/2018	North Braddock	SO2	4	Good		
20330	7/7/2018	Liberty	SO2	4	Good		
46461	9/9/2021	Flag Plaza	PM10	15	Good		
53368	4/11/2022	Liberty	SO2	21	Good		
50758	1/29/2022	North Braddock	PM10_640	17	Good		
61163	10/18/2022	South Fayette	OZONE	18	Good		
12810	8/9/2017	Harrison Township	OZONE	43	Good		
3247	5/31/2016	South Fayette	SO2	1	Good		
71028	6/21/2023	South Fayette	OZONE	46	Good		
6884	11/12/2016	North Braddock	SO2	1	Good		
18615	4/22/2018	Flag Plaza	CO	0	Good		
79928	7/3/2024	North Braddock	CO	9	Good		
24830	1/23/2019	Flag Plaza	CO	0	Good		
16611	1/23/2018	Lincoln	PM10	23	Good		
56214	6/29/2022	Lawrenceville 2	SO2	3	Good		
50838	1/31/2022	Avalon	PM25T	76	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
18449	4/15/2018	Flag Plaza	PM10	31	Good		
34310	2/16/2020	Liberty	SO2	21	Good		
72967	9/10/2023	Pittsburgh	PM10_640	11	Good		
11282	6/2/2017	Flag Plaza	CO	0	Good		
20425	7/11/2018	Lawrenceville 2	CO	2	Good		
33393	1/7/2020	Liberty 2	PM25T	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
42020	2/7/2021	Liberty 2	PM25T	59	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8194	1/13/2017	North Braddock	PM10B	15	Good		
74435	11/13/2023	North Braddock	PM25_640	48	Good		
19773	6/12/2018	Parkway East	NO2	6	Good		
65393	1/11/2023	Glassport High Street	PM10	17	Good		
77487	3/18/2024	Parkway East	PM25_640	13	Good		
17513	3/4/2018	Lincoln	PM10	5	Good		
19365	5/25/2018	Lawrenceville	PM25B	73	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79095	5/31/2024	North Braddock	SO2	13	Good		
67990	3/26/2023	Lawrenceville 2	SO2	1	Good		
27808	5/25/2019	North Braddock	PM10B	28	Good		
23922	12/13/2018	Liberty 2	PM25T	119	Unhealthy for Sensitive Groups	"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion."	"Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
14233	10/10/2017	Avalon	SO2	0	Good		
45635	8/1/2021	Parkway East	PM25T	70	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
43	1/3/2016	Parkway East	CO	6	Good		
38358	8/17/2020	Harrison Township	OZONE	43	Good		
16490	1/18/2018	Lincoln	PM10	25	Good		
37425	7/5/2020	Liberty 2	PM25T	77	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
10339	4/21/2017	Lawrenceville	PM25B	28	Good		
69112	4/23/2023	Parkway East	CO	7	Good		
3067	5/23/2016	North Braddock	PM10B	19	Good		
58082	8/16/2022	Parkway East	CO	5	Good		
39764	10/20/2020	Lawrenceville	OZONE	4	Good		
11922	6/30/2017	Liberty 2	PM10	32	Good		
64103	12/7/2022	North Braddock	PM25_640	41	Good		
28012	6/2/2019	Harrison Township	OZONE	45	Good		
22247	10/1/2018	North Braddock	PM10B	44	Good		
25569	2/22/2019	Avalon	SO2	0	Good		
71896	7/29/2023	Lawrenceville	OZONE	38	Good		
74310	11/7/2023	Lawrenceville 2	CO	2	Good		
80519	7/23/2024	Parkway East	NO2	14	Good		
35003	3/19/2020	North Braddock	PM10B	18	Good		
8019	1/4/2017	Harrison Township	NO2	11	Good		
11845	6/26/2017	Parkway East	CO	4	Good		
45771	8/7/2021	Harrison Township	NO2	9	Good		
31119	10/6/2019	Glassport High Street	PM10	13	Good		
54196	5/3/2022	Lawrenceville 2	CO	4	Good		
75646	1/3/2024	Clairton	PM25_640	25	Good		
20367	7/8/2018	Avalon	SO2	1	Good		
3506	6/12/2016	Flag Plaza	CO	0	Good		
15498	12/6/2017	Avalon	PM25T	17	Good		
30026	8/23/2019	South Fayette	SO2	0	Good		
1379	3/7/2016	North Braddock	PM10B	33	Good		
18977	5/8/2018	Harrison Township	OZONE	84	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
69668	5/6/2023	Pittsburgh	PM10_640	14	Good		
21509	8/29/2018	Harrison Township	OZONE	44	Good		
67857	3/22/2023	Liberty	SO2	40	Good		
46529	9/13/2021	Lawrenceville	OZONE	39	Good		
42272	2/20/2021	Parkway East	CO	7	Good		
63470	11/21/2022	Parkway East	NO2	27	Good		
7059	11/20/2016	Avalon	SO2	0	Good		
20661	7/21/2018	Parkway East	PM25T	31	Good		
56435	7/5/2022	Lawrenceville	OZONE	41	Good		
59635	9/25/2022	Lawrenceville 2	CO	2	Good		
61391	10/21/2022	North Braddock	SO2	40	Good		
38657	8/30/2020	Liberty	SO2	10	Good		
17063	2/12/2018	Harrison Township	NO2	7	Good		
42626	3/9/2021	Glassport High Street	PM10	23	Good		
7727	12/21/2016	Flag Plaza	PM10	22	Good		
40897	12/14/2020	Harrison Township	NO2	8	Good		
26032	3/14/2019	Clairton	SO2	9	Good		
47105	10/10/2021	Parkway East	CO	2	Good		
28679	6/30/2019	North Braddock	SO2	1	Good		
38377	8/17/2020	Lincoln	PM10	13	Good		
15529	12/7/2017	Liberty	SO2	9	Good		
15086	11/17/2017	Parkway East	CO	8	Good		
14692	10/30/2017	Liberty 2	PM10	6	Good		
43705	4/30/2021	Pittsburgh	PM25_640	18	Good		
4864	8/13/2016	Parkway East	NO2	11	Good		
43790	5/5/2021	Harrison Township	NO2	2	Good		
21015	8/7/2018	South Fayette	OZONE	45	Good		
26062	3/15/2019	Lawrenceville	OZONE	39	Good		
36213	5/12/2020	Lincoln	PM10	13	Good		
82476	10/6/2024	North Braddock	PM10_640	25	Good		
36691	6/3/2020	Lawrenceville 2	CO	2	Good		
26858	4/16/2019	Flag Plaza	CO	0	Good		
74908	12/3/2023	North Braddock	SO2	0	Good		
41723	1/23/2021	Liberty 2	PM10	8	Good		
41187	12/29/2020	Parkway East	PM25T	30	Good		
73029	9/13/2023	North Braddock	PM10_640	19	Good		
8198	1/13/2017	South Fayette	SO2	7	Good		
7944	1/1/2017	Lincoln	PM25	39	Good		
5280	9/1/2016	Lincoln	PM25	27	Good		
72156	8/8/2023	Parkway East	PM25_640	39	Good		
33986	2/2/2020	Parkway East	PM25T	30	Good		
30683	9/18/2019	Liberty 2	PM25T	22	Good		
30905	9/27/2019	Harrison Township	NO2	13	Good		
5179	8/28/2016	Lawrenceville 2	SO2	4	Good		
7899	12/30/2016	Lawrenceville 2	CO	2	Good		
48201	11/13/2021	Parkway East	PM25T	16	Good		
44374	6/1/2021	Lawrenceville	PM25T	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
18728	4/27/2018	Lawrenceville	OZONE	64	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
80435	7/21/2024	Lawrenceville 2	CO	2	Good		
46240	8/30/2021	South Fayette	OZONE	33	Good		
63725	11/29/2022	North Braddock	PM10_640	19	Good		
70558	6/2/2023	Pittsburgh	PM10_640	29	Good		
15470	12/4/2017	Parkway East	CO	12	Good		
81444	8/28/2024	Pittsburgh	NO2_500	16	Good		
71577	7/15/2023	Parkway East	NO2	20	Good		
42542	3/5/2021	Pittsburgh	PM25_640	17	Good		
33007	12/21/2019	North Braddock	SO2	21	Good		
32111	11/15/2019	Parkway East	NO2	27	Good		
77472	3/18/2024	Parkway East	CO	5	Good		
20278	7/4/2018	Liberty	SO2	29	Good		
81447	8/28/2024	Lawrenceville 2	SO2	1	Good		
78413	4/29/2024	Avalon	PM25_640	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
29357	7/27/2019	Lawrenceville	PM25B	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82890	10/26/2024	Pittsburgh	PM10_640	17	Good		
39222	9/25/2020	Lawrenceville 2	SO2	5	Good		
14931	11/10/2017	Lawrenceville 2	CO	2	Good		
48749	11/30/2021	Harrison Township	OZONE	22	Good		
44613	6/12/2021	Lawrenceville	OZONE	44	Good		
15546	12/8/2017	Lawrenceville 2	SO2	3	Good		
63968	12/4/2022	Lawrenceville 2	CO	2	Good		
22880	10/28/2018	Parkway East	CO	7	Good		
32713	12/9/2019	West Mifflin	SO2	0	Good		
18706	4/26/2018	Harrison Township	NO2	12	Good		
57243	7/28/2022	Pittsburgh	PM25_640	38	Good		
26374	3/28/2019	Lawrenceville	PM25B	49	Good		
30572	9/14/2019	Parkway East	NO2	23	Good		
3769	6/24/2016	Flag Plaza	CO	0	Good		
43394	4/15/2021	Glassport High Street	PM10	9	Good		
37415	7/5/2020	North Braddock	PM10B	37	Good		
1164	2/26/2016	Glassport High Street	PM10	6	Good		
21419	8/25/2018	North Braddock	PM10B	30	Good		
15861	12/21/2017	Lincoln	PM10	12	Good		
45595	7/30/2021	Pittsburgh	PM25_640	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
48596	11/25/2021	Liberty 2	PM25T	64	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47252	10/17/2021	Liberty 2	PM10	8	Good		
42452	3/1/2021	Harrison Township	NO2	12	Good		
78633	5/9/2024	North Braddock	PM25_640	20	Good		
7247	11/29/2016	Lincoln	PM10	50	Good		
78841	5/19/2024	Lawrenceville	OZONE	50	Good		
2775	5/10/2016	North Braddock	PM10B	40	Good		
31435	10/18/2019	North Braddock	PM10B	11	Good		
32785	12/12/2019	Lincoln	PM10	16	Good		
72431	8/20/2023	Parkway East	NO2	18	Good		
27643	5/18/2019	Lincoln	PM25	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
33218	12/30/2019	North Braddock	SO2	1	Good		
31587	10/25/2019	Lawrenceville	OZONE	7	Good		
79954	7/4/2024	Liberty 2	PM25_640	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
71306	7/3/2023	Harrison Township	OZONE	35	Good		
42101	2/11/2021	South Fayette	SO2	0	Good		
6347	10/19/2016	Lawrenceville	OZONE	37	Good		
52675	3/22/2022	North Braddock	SO2	4	Good		
25317	2/12/2019	Clairton	SO2	0	Good		
76833	2/18/2024	Liberty 2	PM25_640	23	Good		
1473	3/11/2016	Lawrenceville 2	SO2	0	Good		
66513	2/14/2023	North Braddock	SO2	21	Good		
40701	12/4/2020	Lawrenceville 2	CO	2	Good		
32476	11/29/2019	South Fayette	SO2	0	Good		
57226	7/28/2022	Harrison Township	OZONE	40	Good		
33513	1/12/2020	Lawrenceville 2	CO	2	Good		
51686	2/25/2022	Flag Plaza	PM10	7	Good		
32847	12/14/2019	Avalon	SO2	0	Good		
81460	8/29/2024	Liberty	SO2	16	Good		
5466	9/9/2016	Liberty 2	PM25(2)	26	Good		
78418	4/29/2024	Clairton	PM25_640	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14546	10/24/2017	Lawrenceville	OZONE	32	Good		
8170	1/12/2017	Parkway East	PM25T	30	Good		
73534	10/5/2023	Harrison Township	NO2	10	Good		
13235	8/27/2017	Liberty 2	PM10	16	Good		
27922	5/30/2019	Lincoln	PM10	30	Good		
41529	1/14/2021	Harrison Township	OZONE	28	Good		
43620	4/26/2021	Liberty 2	PM10	8	Good		
13889	9/25/2017	Lawrenceville	PM25B	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
59440	9/22/2022	Glassport High Street	PM10	24	Good		
23530	11/26/2018	Liberty 2	PM25T	21	Good		
32160	11/17/2019	Flag Plaza	PM10	7	Good		
55587	6/12/2022	North Braddock	SO2	6	Good		
14726	11/1/2017	South Fayette	OZONE	26	Good		
17036	2/11/2018	Lincoln	PM10	40	Good		
419	1/21/2016	Liberty 2	PM10	14	Good		
49782	12/30/2021	Parkway East	PM25T	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
33149	12/27/2019	North Braddock	SO2	17	Good		
56705	7/13/2022	Harrison Township	NO2	9	Good		
44128	5/21/2021	Lawrenceville	OZONE	50	Good		
7657	12/18/2016	North Braddock	SO2	1	Good		
10009	4/6/2017	Flag Plaza	CO	0	Good		
66415	2/11/2023	Lawrenceville	OZONE	29	Good		
39546	10/10/2020	Parkway East	PM25T	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79372	6/8/2024	Pittsburgh	PM25_640	22	Good		
49108	12/10/2021	Lawrenceville 2	CO	8	Good		
56332	7/2/2022	North Braddock	CO	7	Good		
34039	2/4/2020	Flag Plaza	CO	3	Good		
9530	3/15/2017	Parkway East	PM25T	23	Good		
6149	10/10/2016	Lawrenceville	PM25B	14	Good		
3099	5/24/2016	Flag Plaza	PM10	23	Good		
6646	11/1/2016	Flag Plaza	PM10	27	Good		
65458	1/13/2023	Pittsburgh	PM10_640	17	Good		
23893	12/12/2018	Harrison Township	NO2	27	Good		
24557	1/11/2019	Flag Plaza	PM10	15	Good		
22639	10/18/2018	Lawrenceville 2	SO2	1	Good		
79401	6/10/2024	Liberty 2	PM10_640	9	Good		
77960	4/9/2024	Harrison Township	OZONE	47	Good		
7656	12/18/2016	Liberty 2	PM10	22	Good		
30498	9/11/2019	Flag Plaza	CO	7	Good		
43275	4/9/2021	Avalon	PM25T	27	Good		
76079	1/21/2024	Parkway East	CO	6	Good		
69240	4/27/2023	Lawrenceville 2	SO2	6	Good		
787	2/8/2016	Parkway East	NO2	25	Good		
82791	10/21/2024	Liberty 2	PM10_640	42	Good		
42331	2/23/2021	North Braddock	PM10B	24	Good		
27250	5/2/2019	Lincoln	PM10	38	Good		
3547	6/14/2016	South Fayette	SO2	6	Good		
4117	7/10/2016	South Fayette	SO2	3	Good		
10635	5/4/2017	North Braddock	SO2	4	Good		
22938	10/31/2018	South Fayette	SO2	3	Good		
39661	10/15/2020	Liberty 2	PM25T	50	Good		
3204	5/29/2016	North Braddock	PM10B	29	Good		
51650	2/24/2022	Harrison Township	OZONE	26	Good		
80049	7/7/2024	South Fayette	OZONE	48	Good		
647	2/1/2016	Avalon	SO2	1	Good		
73391	9/29/2023	Clairton	PM25_640	33	Good		
68530	4/9/2023	Clairton	PM25_640	39	Good		
28750	7/2/2019	Avalon	SO2	0	Good		
40796	12/9/2020	Lawrenceville	OZONE	17	Good		
62777	11/7/2022	Lawrenceville 2	SO2	2	Good		
53430	4/9/2022	Clairton	PM25_640	13	Good		
38696	9/1/2020	Parkway East	PM25T	21	Good		
23442	11/22/2018	Harrison Township	NO2	6	Good		
31731	10/30/2019	Flag Plaza	CO	5	Good		
294	1/15/2016	Flag Plaza	CO	0	Good		
82030	9/19/2024	Liberty	SO2	0	Good		
13792	9/21/2017	North Braddock	SO2	4	Good		
45206	7/11/2021	Harrison Township	OZONE	32	Good		
19421	5/28/2018	Lawrenceville 2	CO	5	Good		
17533	3/5/2018	Parkway East	NO2	21	Good		
35337	4/3/2020	Parkway East	PM25T	18	Good		
42794	3/17/2021	Glassport High Street	PM10	18	Good		
63536	11/23/2022	Lawrenceville	OZONE	27	Good		
42091	2/11/2021	Avalon	PM25T	35	Good		
75770	1/8/2024	Harrison Township	NO2	7	Good		
21675	9/5/2018	South Fayette	SO2	1	Good		
51550	2/21/2022	Harrison Township	NO2	28	Good		
55319	6/4/2022	Harrison Township	NO2	10	Good		
12839	8/10/2017	Parkway East	PM25T	45	Good		
32984	12/20/2019	Flag Plaza	CO	8	Good		
56118	6/27/2022	North Braddock	PM25_640	22	Good		
5141	8/26/2016	Liberty 2	PM10	23	Good		
45597	7/30/2021	Liberty	SO2	4	Good		
43826	5/6/2021	Liberty 2	PM10	9	Good		
80344	7/16/2024	Lawrenceville 2	SO2	4	Good		
9922	4/2/2017	Liberty 2	PM10	8	Good		
50503	1/21/2022	Liberty	SO2	3	Good		
42357	2/24/2021	Flag Plaza	PM10	15	Good		
80114	7/9/2024	Lawrenceville	OZONE	48	Good		
19554	6/3/2018	Flag Plaza	PM10	15	Good		
37157	6/23/2020	Lawrenceville 2	CO	2	Good		
75207	12/15/2023	Parkway East	CO	22	Good		
7069	11/20/2016	Lawrenceville 2	SO2	1	Good		
43813	5/6/2021	North Braddock	PM10B	13	Good		
32771	12/11/2019	Lincoln	PM10	16	Good		
14840	11/6/2017	Harrison Township	OZONE	22	Good		
49784	12/30/2021	Liberty 2	PM25T	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
16682	1/27/2018	Parkway East	CO	9	Good		
70048	5/16/2023	Pittsburgh	PM25_640	41	Good		
29711	8/10/2019	Clairton	SO2	6	Good		
7978	1/2/2017	Parkway East	NO2	7	Good		
51232	2/11/2022	North Braddock	SO2	49	Good		
54862	5/21/2022	Pittsburgh	PM25_640	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
40086	11/4/2020	Lincoln	PM10	28	Good		
